genome_id,metagenome_id,genome_length,num_contigs,n50,num_16s,num_5s,num_23s,num_trna,completeness,contamination,quality_score,mimag_quality,otu_id,ecosystem,ecosystem_category,ecosystem_type,habitat,longitude,latitude
3300029941_1,3300029941,2995400,48,102618,1,1,1,45,92.19,0.32,90.59,HQ,OTU-1318,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__UBA4765;g__UBA4765;s__GCA_002365175.1,Aquatic,Freshwater,Aquatic,NULL,NULL
3300027977_39,3300027977,1921599,27,163101,1,1,1,29,76.27,0.68,72.87,MQ,OTU-17823,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae;g__;s__,Aquatic,Freshwater,freshwater,-1.8737,39.9879
3300027977_38,3300027977,1963583,26,185039,0,1,1,38,93.94,1.82,84.84,MQ,OTU-9615,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Polynucleobacter;s__,Aquatic,Freshwater,freshwater,-1.8737,39.9879
3300027977_35,3300027977,2518856,481,5349,1,1,1,21,56.06,0.94,51.36,MQ,OTU-13851,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena;s__,Aquatic,Freshwater,freshwater,-1.8737,39.9879
3300027977_32,3300027977,2682834,131,45540,1,1,1,40,95.45,0.66,92.15,HQ,OTU-17805,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__S36-B12;g__GCA-2737125;s__,Aquatic,Freshwater,freshwater,-1.8737,39.9879
3300027977_31,3300027977,2750499,85,48406,1,1,1,33,94.58,0.74,90.88,HQ,OTU-14190,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__,Aquatic,Freshwater,freshwater,-1.8737,39.9879
3300027977_30,3300027977,2850441,201,20642,1,1,1,43,87.5,0.67,84.15,MQ,OTU-13509,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA966;s__,Aquatic,Freshwater,freshwater,-1.8737,39.9879
3300027977_29,3300027977,3112506,160,34503,1,2,2,40,98.58,1.91,89.03,HQ,OTU-16673,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__SCGC-AAA027-K21;s__,Aquatic,Freshwater,freshwater,-1.8737,39.9879
3300027977_28,3300027977,2990316,149,30819,1,1,1,45,88.66,2.84,74.46,MQ,OTU-10722,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Mycobacterium;s__UBA8140,Aquatic,Freshwater,freshwater,-1.8737,39.9879
3300027977_24,3300027977,3746541,129,52507,0,1,0,32,76.65,1.49,69.2,MQ,OTU-16859,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA10441;s__,Aquatic,Freshwater,freshwater,-1.8737,39.9879
3300027977_21,3300027977,4034294,130,74553,0,2,0,36,98.27,3.42,81.17,MQ,OTU-1965,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__;g__;s__,Aquatic,Freshwater,freshwater,-1.8737,39.9879
3300027977_17,3300027977,5201232,103,88375,0,2,0,49,95.24,0,95.24,MQ,OTU-2894,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__,Aquatic,Freshwater,freshwater,-1.8737,39.9879
3300027976_92,3300027976,1075986,51,33447,0,1,1,46,74.55,0,74.55,MQ,OTU-2531,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Roizmanbacterales;f__GWC2-37-13;g__UBA1450;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_91,3300027976,1129978,29,111115,0,0,0,26,92.75,3.57,74.9,MQ,OTU-15777,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__IMCC9063;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_90,3300027976,1168226,44,38162,0,0,0,21,57.01,0,57.01,MQ,OTU-11911,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_89,3300027976,1169718,34,66991,0,1,1,39,76.33,0.63,73.18,MQ,OTU-1247,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_84,3300027976,1274206,16,128736,1,1,1,38,98.03,0.9,93.53,HQ,OTU-1099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__BACL14;s__GCA_002384685.1,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_80,3300027976,1357910,225,6422,1,1,1,37,70.88,0.34,69.18,MQ,OTU-8760,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Ga0077560;f__Ga0077560;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_78,3300027976,1412501,53,42069,1,0,0,37,86.85,0.6,83.85,MQ,OTU-16393,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_76,3300027976,1473537,20,136403,1,1,1,42,89.05,2.72,75.45,MQ,OTU-13949,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_75,3300027976,1491736,34,126260,1,1,1,45,93.97,2.02,83.87,HQ,OTU-13951,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__BACL25;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_72,3300027976,1801186,33,118861,1,1,1,45,94.59,1.92,84.99,HQ,OTU-3175,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_71,3300027976,1873219,53,68026,0,0,0,16,61.29,0,61.29,MQ,OTU-16390,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_7,3300027976,6765308,248,39108,0,0,0,44,98.64,3.4,81.64,MQ,OTU-8059,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_68,3300027976,1956586,14,317337,1,1,1,36,76.55,0,76.55,MQ,OTU-4630,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_66,3300027976,1974735,211,12388,0,0,0,22,67.86,3.11,52.31,MQ,OTU-6161,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__UBA9320;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_64,3300027976,1987407,146,20809,1,1,1,38,74.92,0,74.92,MQ,OTU-5515,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_63,3300027976,2008554,53,63777,2,1,2,44,97.44,2.56,84.64,HQ,OTU-5231,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__UBA2093;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_62,3300027976,2030802,54,71643,1,1,1,36,98.72,0.43,96.57,HQ,OTU-7031,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__GCA-2401735;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_61,3300027976,2094265,55,81691,2,3,1,36,96.09,1.71,87.54,HQ,OTU-11908,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_60,3300027976,2141097,74,43752,1,1,1,47,95.55,0.43,93.4,HQ,OTU-7029,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_6,3300027976,6989784,359,38717,0,3,0,47,89.01,4.35,67.26,MQ,OTU-15424,d__Bacteria;p__Myxococcota;c__UBA9042;o__oteobacteria-14;f__oteobacteria-14;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_59,3300027976,2168327,353,6384,0,0,0,17,56.9,0,56.9,MQ,OTU-4622,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_58,3300027976,2210629,124,25212,1,2,2,26,77.76,1.02,72.66,MQ,OTU-15264,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_57,3300027976,2262506,157,19767,0,2,0,29,81.27,2.19,70.32,MQ,OTU-10378,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_56,3300027976,2266578,48,84881,1,1,0,43,99.15,4.7,75.65,MQ,OTU-13326,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8139;g__UBA8139;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_54,3300027976,2350827,16,279076,1,0,1,36,76.85,1.06,71.55,MQ,OTU-10026,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA11654;f__UBA11654;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_52,3300027976,2336017,206,16709,0,0,0,31,87.1,4.32,65.5,MQ,OTU-77,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_50,3300027976,2428178,126,28616,1,0,0,37,95.8,1.09,90.35,MQ,OTU-17019,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandarakinorhabdus;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_48,3300027976,2526057,155,23109,0,1,1,31,96.42,4.59,73.47,MQ,OTU-6164,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__RS62;s__GCF_000496475.1,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_47,3300027976,2711491,195,20084,1,1,1,41,91.67,1.14,85.97,HQ,OTU-7684,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_46,3300027976,2878022,297,11896,1,0,0,35,91.55,1.86,82.25,MQ,OTU-11675,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_45,3300027976,2920188,155,28735,0,1,0,35,98.83,4.24,77.63,MQ,OTU-11692,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__SCGC-AAA027-K21;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_44,3300027976,2966635,523,5983,0,0,0,31,66.14,1.03,60.99,MQ,OTU-7687,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__70-18;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_43,3300027976,3051901,103,45187,2,1,1,40,95.73,0.85,91.48,HQ,OTU-14939,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__IMCC26207;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_41,3300027976,3210840,275,16428,0,0,0,33,80.12,2.38,68.22,MQ,OTU-4918,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Hydrogenophaga;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_40,3300027976,3270331,103,76452,0,1,0,29,94.88,1.2,88.88,MQ,OTU-12540,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_38,3300027976,3358893,244,21775,0,0,0,41,97.26,0.68,93.86,MQ,OTU-17653,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Cephaloticoccus;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_37,3300027976,3567430,359,13661,0,2,0,33,91.71,3.58,73.81,MQ,OTU-17661,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__SCGC-AAA027-K21;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_36,3300027976,3573473,126,50001,2,1,1,43,97.35,0,97.35,HQ,OTU-17660,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__UBA10506;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_35,3300027976,3635909,72,88422,1,1,2,43,98.58,0.16,97.78,HQ,OTU-15862,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-41;g__Ga0077527;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_34,3300027976,3636058,231,24244,1,1,1,42,97.3,3.63,79.15,HQ,OTU-15257,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_32,3300027976,3913010,125,51539,2,0,0,39,90.91,1.14,85.21,MQ,OTU-17658,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA969;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_29,3300027976,3997975,225,25643,1,1,1,37,97.85,2.69,84.4,HQ,OTU-13856,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10329;g__UBA10329;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_27,3300027976,4221985,511,9647,0,2,0,26,81.64,2,71.64,MQ,OTU-3148,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_26,3300027976,4338594,593,8493,1,2,1,31,85.04,3.96,65.24,MQ,OTU-8315,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_22,3300027976,4732288,211,34928,2,2,2,42,97.14,2.04,86.94,HQ,OTU-6506,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_21,3300027976,4901098,216,39356,0,0,0,39,97.96,3.74,79.26,MQ,OTU-4451,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_20,3300027976,4917590,350,19494,1,0,0,26,83.33,0,83.33,MQ,OTU-16200,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_18,3300027976,4972144,716,7897,0,1,1,39,80.05,0.59,77.1,MQ,OTU-3513,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_16,3300027976,5374432,207,46995,0,1,0,47,95.03,4.27,73.68,MQ,OTU-8848,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Rhodoferax;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_15,3300027976,5130373,675,9010,0,1,1,35,85.08,4.11,64.53,MQ,OTU-228,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_14,3300027976,5392624,136,68150,1,2,1,43,99.32,1.36,92.52,HQ,OTU-4448,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_134,3300027976,560351,25,32771,1,1,1,14,54.86,0,54.86,MQ,OTU-6773,d__Bacteria;p__Patescibacteria;c__WWE3;o__2-01-FULL-39-13;f__;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_124,3300027976,693394,12,123986,1,1,1,39,68.52,0,68.52,MQ,OTU-8751,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664;f__;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_122,3300027976,719266,4,435852,1,0,1,37,82.18,1.72,73.58,MQ,OTU-4422,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Nomurabacteraceae;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_12,3300027976,5652014,133,86176,1,1,1,47,97.22,0.25,95.97,HQ,OTU-227,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_116,3300027976,751500,107,8156,0,1,1,20,60.46,0,60.46,MQ,OTU-12521,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_113,3300027976,787336,19,83833,0,0,0,18,51.72,0,51.72,MQ,OTU-4307,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__UBA5976;g__UBA5976;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_103,3300027976,924198,26,124879,0,0,0,33,65.8,0.51,63.25,MQ,OTU-11290,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__BACL25;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_102,3300027976,924306,38,43830,1,1,2,34,82.18,0,82.18,MQ,OTU-136,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__UBA1006;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_100,3300027976,978505,82,16817,1,2,1,39,69.91,3.86,50.61,MQ,OTU-15566,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__BD1-5;f__;g__;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027976_10,3300027976,6155179,589,14813,1,0,0,29,97.12,0.81,93.07,MQ,OTU-226,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter_A;s__,Aquatic,Freshwater,Freshwater,163.163,-77.605
3300027974_7,3300027974,3198522,257,16955,2,2,1,37,93.9,2.49,81.45,HQ,OTU-3336,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Mycobacterium;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027974_33,3300027974,952656,178,5306,0,1,1,11,50,0,50,MQ,OTU-8300,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__UBA955;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027974_23,3300027974,1427335,290,4929,0,1,1,20,52.08,0.1,51.58,MQ,OTU-12056,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027974_20,3300027974,1645546,207,8958,0,0,0,31,69.82,1.09,64.37,MQ,OTU-3041,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__RCC307;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027974_16,3300027974,1908372,324,6123,0,1,1,17,61.86,0.03,61.71,MQ,OTU-17059,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__GCA-2737665;g__;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027974_15,3300027974,1923934,323,6252,1,0,0,19,71.01,2.26,59.71,MQ,OTU-10159,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Limnohabitans;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027974_14,3300027974,1885883,175,15966,0,0,0,36,83.33,3.18,67.43,MQ,OTU-2216,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027974_13,3300027974,2088935,328,6703,0,1,1,30,74.16,1.08,68.76,MQ,OTU-12254,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027973_7,3300027973,3154983,235,20329,1,2,1,39,93.57,2.1,83.07,HQ,OTU-3336,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Mycobacterium;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027973_36,3300027973,1030609,174,6481,1,1,1,17,59.09,1.29,52.64,MQ,OTU-1328,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027973_22,3300027973,1485163,123,16384,1,1,1,15,60.4,0,60.4,MQ,OTU-12254,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027973_19,3300027973,1560992,239,7111,1,0,0,19,69.39,1.86,60.09,MQ,OTU-11899,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Limnohabitans;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027973_18,3300027973,1574143,170,10763,0,0,0,19,55.45,0.95,50.7,MQ,OTU-17059,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__GCA-2737665;g__;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027973_17,3300027973,1585468,289,5607,0,0,0,17,61.08,0.99,56.13,MQ,OTU-14852,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA4660;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027973_15,3300027973,1853982,169,15206,0,1,0,43,84.43,2.16,73.63,MQ,OTU-2216,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027973_14,3300027973,2061335,298,7691,1,1,0,19,76.95,4.04,56.75,MQ,OTU-10159,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Limnohabitans;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027973_12,3300027973,2264225,133,23258,0,2,1,33,72.35,2.4,60.35,MQ,OTU-9808,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Aquatic,Freshwater,Freshwater lake,-71.2508,48.2311
3300027971_34,3300027971,1115884,131,10382,1,1,1,38,81.28,1.85,72.03,MQ,OTU-16774,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__UBA10416;g__UBA10416;s__,Aquatic,Freshwater,Freshwater lake,-72.0994,45.4091
3300027971_24,3300027971,1497973,289,5305,0,0,0,11,60.83,0.6,57.83,MQ,OTU-3330,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__,Aquatic,Freshwater,Freshwater lake,-72.0994,45.4091
3300027971_21,3300027971,1566418,251,6700,0,0,0,22,63.57,0.94,58.87,MQ,OTU-17648,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Ga0077559;s__,Aquatic,Freshwater,Freshwater lake,-72.0994,45.4091
3300027971_20,3300027971,1637260,292,5918,1,1,1,22,63.22,1.85,53.97,MQ,OTU-12056,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__,Aquatic,Freshwater,Freshwater lake,-72.0994,45.4091
3300027971_18,3300027971,1773254,180,13172,1,1,1,32,89.05,3.41,72,MQ,OTU-1328,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA7662;f__UBA7662;g__;s__,Aquatic,Freshwater,Freshwater lake,-72.0994,45.4091
3300027971_14,3300027971,2314915,275,10104,0,1,1,25,81.98,1.38,75.08,MQ,OTU-11991,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Limnohabitans;s__,Aquatic,Freshwater,Freshwater lake,-72.0994,45.4091
3300027971_13,3300027971,2327820,384,6451,0,0,0,26,67.62,2.72,54.02,MQ,OTU-17883,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__,Aquatic,Freshwater,Freshwater lake,-72.0994,45.4091
3300027971_12,3300027971,2454720,314,9072,1,2,1,26,77.82,0.77,73.97,MQ,OTU-3336,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Mycobacterium;s__,Aquatic,Freshwater,Freshwater lake,-72.0994,45.4091
